season,celebrity,week,fan_vote_est,judges_score,eliminated,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,age_z,week_cat,season_cat,celebrity_industry_consolidated,country_norm,is_us
26,Jennie Finch Daigle,3,214.5975708976024,29.0,True,Keo Motsepe,Athlete,California,United States,37,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05576756416882966,3,26,Athlete,UNITED STATES,1
26,Josh Norman,3,2463.620822332895,38.0,False,Sharna Burgess,Athlete,South Carolina,United States,30,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48816905393346904,3,26,Athlete,UNITED STATES,1
26,Mirai Nagasu,3,1342.5758666073225,35.0,True,Alan Bersten,Athlete,California,United States,25,Eliminated Week 3,4,7.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8766952097208253,3,26,Athlete,UNITED STATES,1
26,Tonya Harding,3,1490.5089710195934,35.0,False,Sasha Farber,Athlete,Oregon,United States,47,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8328198757435421,3,26,Athlete,UNITED STATES,1
26,Adam Rippon,4,4582.76018548519,29.0,False,Jenna Johnson,Athlete,Pennsylvania,United States,28,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6435795162484116,4,26,Athlete,UNITED STATES,1
26,Josh Norman,4,3215.435880197179,28.5,False,Sharna Burgess,Athlete,South Carolina,United States,30,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48816905393346904,4,26,Athlete,UNITED STATES,1
26,Tonya Harding,4,2201.8039343176315,28.0,False,Sasha Farber,Athlete,Oregon,United States,47,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8328198757435421,4,26,Athlete,UNITED STATES,1
27,Alexis Ren,1,1142.205039650411,22.0,False,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,-1.1875161343507104,1,27,Social Media Personality,UNITED STATES,1
27,Bobby Bones,1,571.8369339475702,20.0,False,Sharna Burgess,Radio Personality,Arkansas,United States,38,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,0.1334727953263009,1,27,Other,UNITED STATES,1
27,Danelle Umstead,1,384.2054998109455,18.0,False,Artem Chigvintsev,Athlete,New Mexico,United States,46,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.7551146445860708,1,27,Athlete,UNITED STATES,1
27,DeMarcus Ware,1,986.0120264415008,23.0,False,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.02193766698864159,1,27,Athlete,UNITED STATES,1
27,Evanna Lynch,1,1036.2836296243254,18.0,False,Keo Motsepe,Actor/Actress,,Ireland,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,-0.7212847474058828,1,27,Actor/Actress,IRELAND,0
27,Joe Amabile,1,113.8748578497153,14.0,False,Jenna Johnson,TV Personality,Illinois,United States,32,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,-0.33275859161852656,1,27,TV Personality,UNITED STATES,1
27,John Schneider,1,588.8826746358011,18.0,False,Emma Slater,Actor/Actress,New York,United States,58,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.6875774184757257,1,27,Actor/Actress,UNITED STATES,1
27,Juan Pablo Di Pace,1,1300.349327519667,22.0,False,Cheryl Burke,Actor/Actress,,Argentina,39,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,0.21117802648377215,1,27,Actor/Actress,ARGENTINA,0
27,Mary Lou Retton,1,901.9895094064744,20.0,False,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.0659355692159558,1,27,Athlete,UNITED STATES,1
27,Milo Manheim,1,1259.2944985997092,20.0,False,Witney Carson,Actor/Actress,California,United States,17,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,-1.4983370589805953,1,27,Actor/Actress,UNITED STATES,1
27,Nancy McKeon,1,569.0968589315424,19.5,False,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.2213460315308984,1,27,Actor/Actress,UNITED STATES,1
27,Nikki Glaser,1,1.0,17.5,True,Gleb Savchenko,Comedian,Ohio,United States,34,Eliminated Week 1,13,6.0,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.17734812930358407,1,27,Comedian,UNITED STATES,1
27,Tinashe,1,1144.9691435823372,23.0,False,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.8766952097208253,1,27,Singer/Rapper,UNITED STATES,1
27,Alexis Ren,2,1185.8221716461028,24.5,False,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,-1.1875161343507104,2,27,Social Media Personality,UNITED STATES,1
27,Bobby Bones,2,592.9695588792633,19.5,False,Sharna Burgess,Radio Personality,Arkansas,United States,38,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,0.1334727953263009,2,27,Other,UNITED STATES,1
27,Danelle Umstead,2,1.0,18.5,True,Artem Chigvintsev,Athlete,New Mexico,United States,46,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.7551146445860708,2,27,Athlete,UNITED STATES,1
27,DeMarcus Ware,2,1010.3811351271952,23.5,False,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.02193766698864159,2,27,Athlete,UNITED STATES,1
27,Evanna Lynch,2,1099.053554043333,24.0,False,Keo Motsepe,Actor/Actress,,Ireland,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,-0.7212847474058828,2,27,Actor/Actress,IRELAND,0
27,Joe Amabile,2,142.88740169654017,17.5,False,Jenna Johnson,TV Personality,Illinois,United States,32,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,-0.33275859161852656,2,27,TV Personality,UNITED STATES,1
27,John Schneider,2,616.5574389627351,21.5,False,Emma Slater,Actor/Actress,New York,United States,58,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.6875774184757257,2,27,Actor/Actress,UNITED STATES,1
27,Juan Pablo Di Pace,2,1344.107460206716,26.0,False,Cheryl Burke,Actor/Actress,,Argentina,39,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,0.21117802648377215,2,27,Actor/Actress,ARGENTINA,0
27,Mary Lou Retton,2,933.097463925544,23.0,False,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.0659355692159558,2,27,Athlete,UNITED STATES,1
27,Milo Manheim,2,1314.0385164987297,26.0,False,Witney Carson,Actor/Actress,California,United States,17,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,-1.4983370589805953,2,27,Actor/Actress,UNITED STATES,1
27,Nancy McKeon,2,594.1220628728086,20.5,False,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.2213460315308984,2,27,Actor/Actress,UNITED STATES,1
27,Tinashe,2,1165.963236141034,26.0,False,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.8766952097208253,2,27,Singer/Rapper,UNITED STATES,1
27,Alexis Ren,3,1264.9768858977682,26.0,False,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,-1.1875161343507104,3,27,Social Media Personality,UNITED STATES,1
27,Bobby Bones,3,621.1751031222785,23.0,False,Sharna Burgess,Radio Personality,Arkansas,United States,38,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,0.1334727953263009,3,27,Other,UNITED STATES,1
27,DeMarcus Ware,3,1044.64443169413,26.0,False,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.02193766698864159,3,27,Athlete,UNITED STATES,1
27,Evanna Lynch,3,1221.9756007544302,27.0,False,Keo Motsepe,Actor/Actress,,Ireland,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,-0.7212847474058828,3,27,Actor/Actress,IRELAND,0
27,Joe Amabile,3,183.76785922999213,18.0,False,Jenna Johnson,TV Personality,Illinois,United States,32,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,-0.33275859161852656,3,27,TV Personality,UNITED STATES,1
27,John Schneider,3,655.145871759686,21.0,False,Emma Slater,Actor/Actress,New York,United States,58,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.6875774184757257,3,27,Actor/Actress,UNITED STATES,1
27,Juan Pablo Di Pace,3,1419.057375251226,30.0,False,Cheryl Burke,Actor/Actress,,Argentina,39,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,0.21117802648377215,3,27,Actor/Actress,ARGENTINA,0
27,Mary Lou Retton,3,980.3215964031422,24.0,False,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.0659355692159558,3,27,Athlete,UNITED STATES,1
27,Milo Manheim,3,1416.6416579257825,27.0,False,Witney Carson,Actor/Actress,California,United States,17,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,-1.4983370589805953,3,27,Actor/Actress,UNITED STATES,1
27,Nancy McKeon,3,1.0,22.0,True,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.2213460315308984,3,27,Actor/Actress,UNITED STATES,1
27,Tinashe,3,1191.293617961564,27.0,False,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.8766952097208253,3,27,Singer/Rapper,UNITED STATES,1
27,Alexis Ren,4,1439.1011360217085,25.0,False,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,-1.1875161343507104,4,27,Social Media Personality,UNITED STATES,1
27,Bobby Bones,4,678.7729459531156,20.0,False,Sharna Burgess,Radio Personality,Arkansas,United States,38,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,0.1334727953263009,4,27,Other,UNITED STATES,1
27,DeMarcus Ware,4,1110.9387164056443,22.0,False,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.02193766698864159,4,27,Athlete,UNITED STATES,1
27,Evanna Lynch,4,1494.862156171184,24.0,False,Keo Motsepe,Actor/Actress,,Ireland,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,-0.7212847474058828,4,27,Actor/Actress,IRELAND,0
27,Joe Amabile,4,261.1504759215359,15.0,False,Jenna Johnson,TV Personality,Illinois,United States,32,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,-0.33275859161852656,4,27,TV Personality,UNITED STATES,1
27,John Schneider,4,730.3450005683092,21.0,False,Emma Slater,Actor/Actress,New York,United States,58,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.6875774184757257,4,27,Actor/Actress,UNITED STATES,1
27,Juan Pablo Di Pace,4,1565.8459665406087,24.0,False,Cheryl Burke,Actor/Actress,,Argentina,39,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,0.21117802648377215,4,27,Actor/Actress,ARGENTINA,0
27,Mary Lou Retton,4,1075.0757185727111,26.0,False,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.0659355692159558,4,27,Athlete,UNITED STATES,1
27,Milo Manheim,4,1642.9078838451817,29.0,False,Witney Carson,Actor/Actress,California,United States,17,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,-1.4983370589805953,4,27,Actor/Actress,UNITED STATES,1
27,Tinashe,4,1.0,26.0,True,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.8766952097208253,4,27,Singer/Rapper,UNITED STATES,1
27,Alexis Ren,5,1480.4494228350766,29.0,False,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,-1.1875161343507104,5,27,Social Media Personality,UNITED STATES,1
27,Bobby Bones,5,625.6066619995929,21.0,False,Sharna Burgess,Radio Personality,Arkansas,United States,38,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,0.1334727953263009,5,27,Other,UNITED STATES,1
27,DeMarcus Ware,5,1054.897273215421,26.0,False,Lindsay Arnold,Athlete,Alabama,United States,36,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,-0.02193766698864159,5,27,Athlete,UNITED STATES,1
27,Evanna Lynch,5,1619.7572497279637,24.0,False,Keo Motsepe,Actor/Actress,,Ireland,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,-0.7212847474058828,5,27,Actor/Actress,IRELAND,0
27,Joe Amabile,5,212.1791044989051,17.0,False,Jenna Johnson,TV Personality,Illinois,United States,32,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,-0.33275859161852656,5,27,TV Personality,UNITED STATES,1
27,John Schneider,5,678.0031247989469,24.0,False,Emma Slater,Actor/Actress,New York,United States,58,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.6875774184757257,5,27,Actor/Actress,UNITED STATES,1
27,Juan Pablo Di Pace,5,1565.940299410821,29.0,False,Cheryl Burke,Actor/Actress,,Argentina,39,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,0.21117802648377215,5,27,Actor/Actress,ARGENTINA,0
27,Mary Lou Retton,5,1038.381805726137,25.0,False,Sasha Farber,Athlete,West Virginia,United States,50,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,1.0659355692159558,5,27,Athlete,UNITED STATES,1
27,Milo Manheim,5,1724.785057787138,27.0,False,Witney Carson,Actor/Actress,California,United States,17,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,-1.4983370589805953,5,27,Actor/Actress,UNITED STATES,1
27,Alexis Ren,6,1665.139108785812,27.0,False,Alan Bersten,Social Media Personality,California,United States,21,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,-1.1875161343507104,6,27,Social Media Personality,UNITED STATES,1
